name,Photo,about,degree,phone,email,address,specialization,yearofexperience,language,rating,clinicname,timings,onlinebooking,consultonline,linktoprofile
 Prof. Dr. med. Christian Thomas,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-christian-thomas
 Prof. Dr. med. Lorenz Sellin,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dusseldorf , Germany",Nephrologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-lorenz-sellin
 MD Stefanie Buchen,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/md-stefanie-buchen
 Prof. med. Dr. H. C. Raymund E. Horch,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Erlangen , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-med-dr-h-c-raymund-e-horch
 Prof. Dr. med. Joachim P. Steinbach,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-joachim-p-steinbach
 Prof. Dr. Kerstin U. Amann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Erlangen , Germany",Nephrologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-kerstin-u-amann
 Prof. Dr. med. Pauline Wimberger,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-pauline-wimberger
 Dr. med. Maren Goeckenjan,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-maren-goeckenjan
 MD Klaus Eisenbeis,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/md-klaus-eisenbeis
 Dr. Alexandar Yankulov,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Vascular Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-alexandar-yankulov
 Prof. Dr. Med. Michael Stoffel,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-michael-stoffel
 Dr. med. Karsten Perbandt,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Pulmonologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-karsten-perbandt
 Dr. med. Manuel Besendorfer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Erlangen , Germany",General Paediatrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-manuel-besendorfer
 Dr. med. Ulrich Canzler,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-ulrich-canzler
 Prof. Dr. med. Johannes Huber,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-johannes-huber
 PD Dr. Med. Yu-Mi Ryang,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-yu-mi-ryang
 Dr. med. Christian Gauck,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-christian-gauck
 Prof. Med. Dr. H. C. Klaus Schaarschmidt,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",General Paediatrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-med-dr-h-c-klaus-schaarschmidt
 Dr. med. Agoritsa Stergiou-Tsaroucha,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-agoritsa-stergiou-tsaroucha
 Prof. Dr. med. Jurgen Beck,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-jurgen-beck
 Dr. med. Suha Dasdelen,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Nephrologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-suha-dasdelen
 Prof. Dr. Med. Stefan Dresel,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Interventional Radiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-stefan-dresel
 Dr. Thomas Mansfeld,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Vascular Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-thomas-mansfeld
 Dr. med. Viola Moser,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-viola-moser
 Prof. Dr. med. Jurgen Faiss,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-jurgen-faiss
 Dr. med. Dennis Inglis,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-dennis-inglis
 Dr. med. Steffen Leike,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-steffen-leike
 Prof. Dr. med. Riccardo Giunta,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Munich , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-riccardo-giunta
 Dr. med. Alexander Schonborn,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-alexander-schonborn
 PD Dr. med. Habil. Th. Pinzer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-habil-th-pinzer
 Prof. Dr. med. Peter Paul Urban,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-peter-paul-urban
 Dr. Bodo Lippitz,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-bodo-lippitz
 PD Dr. med. Stephan W. Tohtz,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-stephan-w-tohtz
 Dr. med Klaus Rode,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-klaus-rode
 Prof. Dr. Lutz Renders,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Munich , Germany",Nephrologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-lutz-renders
 Dr. V. Jonen,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-v-jonen
 Prof. Dr. med. Uwe Kehler,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-uwe-kehler
 Prof. Dr. med. Tsvetomir Loukanov,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Heidelberg , Germany",Pediatric Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-tsvetomir-loukanov
 Dr. Med. Akos Zahar,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-akos-zahar
 Dr. Ana Beatriz Almeida,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Interventional Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-ana-beatriz-almeida
 Prof. Dr. Med. Geza Pap,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-geza-pap
 Prof. Dr. Med. Ingo Dahnert,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-ingo-dahnert
 PD MD Oliver Niggemeyer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-md-oliver-niggemeyer
 Dr. med. Ulrike Reuner,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-ulrike-reuner
 Dr. Gerhard Gebauer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-gerhard-gebauer
 Prof. Dr. med. Ahmet Elmaagacli,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Pediatric Hematologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-ahmet-elmaagacli
 Prof. Dr. Med. Michael A. Borger,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-michael-borger
 Dr. med Ulf Jonas,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-ulf-jonas
 Dr. Med. Jens Gulow,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-jens-gulow
 PD MD Marc Schult,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-md-marc-schult
 PD Dr. Benjamin Knier,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Munich , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-benjamin-knier
 Dr. med. Yusuf Sarikaya,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-yusuf-sarikaya
 Dr. Med. Jorg Neumann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-jorg-neumann
 Dr. med. Christiane Schieferstein Knauer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Medical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-christiane-schieferstein-knauer
 Prof. Dr. med. Bertram Glass,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Pediatric Hematologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-bertram-glass
 Prof. Dr. med. Daniel Kendoff,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-daniel-kendoff
 Prof. MD B. Asfour,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Interventional Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-md-b-asfour
 Dr. med. Judith Netherlands,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Pediatric Hematologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-judith-netherlands
 Prof. Dr. Med. Martin Strik,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Surgical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-martin-strik
 Prof. Dr. Thomas Verse,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",ENT Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-thomas-verse
 Dr. Mohammad Osman Amani,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Medical Gastroenterologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-mohammad-osman-amani
 PD Dr. Thomas Hero,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Pediatric Hematologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-thomas-hero
 Prof. Dr. med. Rainer Duchmann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Medical Gastroenterologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-rainer-duchmann
 Dr. med. Vivien Engler,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-vivien-engler
 Dr. med Mario Deja,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-mario-deja
 Dr. med. Frank Maier,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-frank-maier
 Dr. med. Feras Taqatqeh,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-feras-taqatqeh
 Dr. MD T. Hunfeld,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Gommern , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-md-t-hunfeld
 Pd Dr. Med. Ulrich Halm,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Surgical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-ulrich-halm
 Dr. med. Matthias Rogalski,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-matthias-rogalski
 PD MD Dr. H. Krankenberg,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-md-dr-h-krankenberg
 Prof. Dr. med. Christian Foerch,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-christian-foerch
 Dr. med. Jens Koeniger,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Medical Gastroenterologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-jens-koeniger
 PD Dr. med. Katja Akgun,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-katja-akgun
 Prof. Dr. med. Alexander Disch,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Spine Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-alexander-disch
 Dr. med. Axel Schindelhauer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-axel-schindelhauer
 PD Dr. med. Cahit Birdir,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-cahit-birdir
 PD Dr. med. Angelika Borkowetz,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-angelika-borkowetz
 PD Dr. med. Sven Oehlschlager,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-sven-oehlschlager
 Dr. med. Sandra Munchow,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-sandra-munchow
 PD MD Alexander Joist,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-md-alexander-joist
 Dr. med. Ute Meier,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Vascular Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-ute-meier
 Dr. med. Martin Schreiber,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-martin-schreiber
 Pd Dr. Med. Holger Mellerowicz,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-holger-mellerowicz
 Prof. Dr. med. Stephan Schreiber,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-stephan-schreiber
 Prof. Dr. Gunter Seidel,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-gunter-seidel
 Prof. Dr. med. Thomas Haarmeier,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-thomas-haarmeier
 Dr. med. Christian Witzel,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-christian-witzel
 Prof. Dr. med. Michael Hans Frank Schweigert,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Interventional Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-michael-hans-frank-schweigert
 Prof. Dr. Med. Holger Thiele,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-holger-thiele
 Dr. Andreas Bollmann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-andreas-bollmann
 Prof. MD Karl-Heinz Frosch,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-md-karl-heinz-frosch
 Dr. med. Dieter Puplat,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-dieter-puplat
 Prof. MD P. C. Kreuz,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-md-p-c-kreuz
 Dr. Antje Schober,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Pediatric Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-antje-schober
 Prof. Dr. Stephan Willems,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-stephan-willems
 MD Erik Fritzsche,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/md-erik-fritzsche
